"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","Department","salary"
"1446",0.73,0.87,5,252,5,0,1,0,"RandD","low"
"1450",0.41,0.5,2,149,3,0,1,0,"RandD","low"
"1451",0.78,0.78,4,260,5,0,1,0,"RandD","low"
"1454",0.63,0.83,6,242,5,0,1,0,"accounting","low"
"1455",0.55,1,6,136,3,0,1,0,"support","low"
"1460",0.39,0.54,2,133,3,0,1,0,"marketing","low"
"1461",0.78,0.45,4,128,2,0,1,0,"sales","low"
"1462",0.42,0.53,2,142,3,0,1,0,"sales","low"
"1463",0.39,0.54,2,149,3,0,1,0,"sales","low"
"1465",0.1,0.92,6,279,4,0,1,0,"sales","medium"
"1469",0.78,0.86,5,256,5,0,1,0,"sales","medium"
"1471",0.45,0.51,2,155,3,1,1,0,"sales","medium"
"1476",0.44,0.47,2,156,3,1,1,0,"sales","medium"
"1477",0.79,0.95,5,228,5,0,1,0,"sales","high"
"1483",0.09,0.77,6,310,4,0,1,0,"hr","low"
"1484",0.11,0.87,6,254,4,0,1,0,"hr","low"
"1485",0.44,0.56,2,142,3,0,1,0,"hr","low"
"1487",0.11,0.97,6,260,4,0,1,0,"technical","low"
"1495",0.17,0.75,3,188,4,0,1,0,"technical","low"
"1497",0.1,0.85,7,259,4,0,1,0,"technical","low"
"1500",0.44,0.48,2,128,3,0,1,0,"support","low"
"1508",0.43,0.48,2,149,3,0,1,0,"support","medium"
"1510",0.44,0.52,2,128,3,0,1,0,"technical","medium"
"1528",0.38,0.55,2,131,3,0,1,0,"marketing","low"
"1529",0.41,0.56,2,160,3,0,1,0,"sales","low"
"1531",0.83,0.98,4,249,5,0,1,0,"support","low"
"1532",0.36,0.57,2,144,3,0,1,0,"technical","low"
"1538",0.4,0.57,2,152,3,0,1,0,"sales","low"
"1540",0.83,0.92,4,235,5,0,1,0,"sales","low"
"1541",0.42,0.47,2,145,3,0,1,0,"sales","low"
"1546",0.1,0.78,6,310,4,0,1,0,"sales","medium"
"1550",0.88,1,4,259,5,0,1,0,"sales","medium"
"1554",0.82,0.82,5,220,6,0,1,0,"sales","medium"
"1560",0.77,0.82,4,217,5,0,1,0,"hr","medium"
"1564",0.43,0.52,2,146,3,0,1,0,"technical","low"
"1569",0.41,0.47,2,145,3,0,1,0,"technical","low"
"1573",0.39,0.48,2,154,3,0,1,0,"technical","low"
"1574",0.11,0.9,5,307,4,0,1,0,"support","low"
"1575",0.36,0.51,2,129,3,0,1,0,"support","low"
"1580",0.65,0.86,2,181,2,0,1,0,"support","low"
"1581",0.49,0.73,4,244,3,0,1,0,"support","low"
"1596",0.4,0.53,2,152,3,0,1,0,"product_mng","medium"
"1597",0.36,0.48,5,310,3,0,1,0,"product_mng","medium"
"1599",0.83,0.94,5,273,5,0,1,0,"RandD","medium"
"1600",0.41,0.51,2,144,3,0,1,0,"RandD","low"
"1604",0.44,0.51,2,145,3,0,1,0,"marketing","low"
"1606",0.43,0.54,2,153,3,0,1,0,"sales","low"
"1613",0.43,0.55,4,134,3,0,1,0,"marketing","low"
"1615",0.43,0.54,2,130,3,0,1,0,"sales","low"
"1617",0.37,0.46,2,156,3,0,1,0,"sales","low"
"1618",0.76,0.98,4,237,5,0,1,0,"sales","low"
"1628",0.38,0.57,2,146,3,0,1,0,"sales","medium"
"1636",0.43,0.47,2,137,3,0,1,0,"hr","medium"
"1638",0.09,0.91,6,275,4,0,1,0,"hr","medium"
"1642",0.41,0.56,2,154,3,0,1,0,"technical","low"
"1643",0.11,0.78,6,247,4,0,1,0,"technical","low"
"1645",0.83,1,5,224,5,0,1,0,"technical","low"
"1650",0.38,0.51,2,138,3,0,1,0,"technical","low"
"1658",0.11,0.86,6,245,4,0,1,0,"support","low"
"1659",0.81,0.97,5,230,5,0,1,0,"support","low"
"1660",0.77,0.85,5,276,5,0,1,0,"support","medium"
"1663",0.81,0.83,5,269,6,0,1,0,"technical","medium"
"1669",0.82,0.94,5,232,5,1,1,0,"IT","medium"
"1673",0.84,0.83,4,239,5,0,1,0,"product_mng","low"
"1678",0.39,0.54,2,149,3,0,1,0,"RandD","low"
"1681",0.09,0.96,7,274,5,0,1,0,"marketing","low"
"1682",0.83,0.94,4,264,5,0,1,0,"sales","low"
"1683",0.59,1,3,156,4,0,1,0,"accounting","low"
"1684",0.44,0.54,2,135,3,0,1,0,"support","low"
"1685",0.38,0.49,2,128,3,0,1,0,"technical","low"
"1686",0.76,0.98,5,242,5,0,1,0,"management","low"
"1694",0.42,0.53,2,132,3,1,1,0,"sales","low"
"1702",0.09,0.77,6,282,5,0,1,0,"sales","medium"
"1704",0.73,0.99,6,206,5,0,1,0,"sales","medium"
"1705",0.38,0.49,2,140,3,0,1,0,"sales","medium"
"1708",0.43,0.51,2,131,3,0,1,0,"sales","medium"
"1709",0.79,0.96,4,257,5,0,1,0,"accounting","medium"
"1713",0.36,0.51,2,157,3,0,1,0,"hr","medium"
"1714",0.63,0.93,5,163,3,0,1,0,"hr","medium"
"1718",0.11,0.96,6,310,4,0,1,0,"technical","low"
"1719",0.44,0.54,2,133,3,0,1,0,"technical","low"
"1721",0.91,1,4,251,6,0,1,0,"technical","low"
"1725",0.92,0.89,4,241,5,0,1,0,"technical","low"
"1727",0.45,0.51,2,137,3,0,1,0,"support","low"
"1728",0.11,0.94,6,266,4,0,1,0,"support","low"
"1730",0.86,0.95,4,270,5,0,1,0,"support","low"
"1731",0.44,0.55,2,141,3,0,1,0,"support","low"
"1736",0.38,0.46,2,160,3,0,1,0,"support","low"
"1738",0.1,0.83,6,271,4,0,1,0,"technical","medium"
"1743",0.1,0.89,6,259,5,0,1,0,"IT","medium"
"1754",0.91,1,4,245,6,0,1,0,"RandD","medium"
"1759",0.45,0.51,2,149,3,0,1,0,"accounting","low"
"1761",0.37,0.55,2,140,3,0,1,0,"technical","low"
"1763",0.41,0.71,3,205,4,0,1,0,"marketing","low"
"1765",0.36,0.54,2,127,3,0,1,0,"marketing","low"
"1766",0.9,1,4,229,5,0,1,0,"sales","low"
"1771",0.84,1,5,250,5,0,1,0,"sales","low"
"1775",0.37,0.5,2,142,3,0,1,0,"sales","low"
"1777",0.43,0.47,2,248,2,0,1,0,"sales","medium"
"1788",0.45,0.57,2,138,3,0,1,0,"hr","medium"
"1795",0.38,0.51,2,159,3,0,1,0,"technical","low"
"1800",0.38,0.5,2,145,3,0,1,0,"technical","low"
"1803",0.11,0.88,6,253,4,0,1,0,"support","low"
"1813",0.4,0.53,2,127,3,0,1,0,"support","low"
"1821",0.43,0.52,2,136,3,0,1,0,"IT","medium"
"1824",0.1,0.89,6,280,4,0,1,0,"product_mng","medium"
"1825",0.44,0.51,2,152,3,0,1,0,"product_mng","medium"
"1827",0.1,0.86,6,247,4,0,1,0,"IT","medium"
"1828",0.1,0.95,5,286,4,0,1,0,"RandD","high"
"1829",0.3,0.89,5,257,5,0,1,0,"RandD","low"
"1831",0.39,0.5,2,151,3,0,1,0,"RandD","medium"
"1835",0.09,0.9,6,295,4,0,1,0,"accounting","low"
"1836",0.54,0.83,6,165,6,0,1,0,"support","low"
"1837",0.61,0.58,2,264,4,0,1,0,"technical","low"
"1838",0.1,0.79,6,275,4,0,1,0,"management","low"
"1841",0.1,0.97,7,306,4,0,1,0,"marketing","low"
"1843",0.38,0.51,2,159,3,0,1,0,"sales","low"
"1848",0.09,0.84,6,269,4,0,1,0,"sales","low"
"1850",0.45,0.53,2,159,3,0,1,0,"sales","low"
"1852",0.46,0.53,2,147,3,0,1,0,"sales","low"
"1856",0.85,0.87,5,246,5,1,1,0,"sales","medium"
"1858",0.11,0.9,6,253,4,0,1,0,"sales","medium"
"1859",0.38,0.47,2,128,3,0,1,0,"sales","medium"
"1866",0.11,0.93,5,140,5,0,1,0,"hr","medium"
"1869",0.44,0.56,2,133,3,0,1,0,"technical","medium"
"1873",0.1,0.87,7,251,5,0,1,0,"technical","low"
"1875",0.7,0.84,6,161,4,0,1,0,"technical","low"
"1876",0.72,0.84,4,256,5,0,1,0,"technical","low"
"1882",0.4,0.48,2,142,3,0,1,0,"support","low"
"1889",0.1,0.81,6,245,4,0,1,0,"support","low"
"1892",0.37,0.49,2,138,3,0,1,0,"technical","low"
"1894",0.1,0.83,7,302,5,0,1,0,"IT","medium"
"1902",0.46,0.55,2,147,3,0,1,0,"product_mng","medium"
"1907",0.2,0.5,5,135,6,0,1,0,"RandD","low"
"1911",0.1,0.84,5,303,5,0,1,0,"accounting","medium"
"1912",0.91,0.98,4,242,6,0,1,0,"support","low"
"1915",0.39,0.68,2,282,5,0,1,0,"marketing","low"
"1916",0.39,0.54,2,154,3,0,1,0,"marketing","low"
"1926",0.73,0.97,6,189,2,0,1,0,"sales","low"
"1930",0.45,0.46,2,149,3,0,1,0,"sales","low"
"1932",0.43,0.51,2,128,3,0,1,0,"sales","low"
"1937",0.11,0.97,6,310,4,0,1,0,"accounting","medium"
"1938",0.36,0.52,2,143,3,0,1,0,"accounting","medium"
"1939",0.36,0.54,2,153,3,0,1,0,"accounting","medium"
"1940",0.1,0.79,7,310,4,0,1,0,"hr","medium"
"1941",0.4,0.47,2,136,3,0,1,0,"hr","medium"
"1946",0.73,0.93,5,162,4,0,1,0,"technical","low"
"1961",0.37,0.53,2,143,3,0,1,0,"support","low"
"1962",0.11,0.96,6,280,4,0,1,0,"support","low"
"1966",0.84,0.94,5,262,5,0,1,0,"technical","low"
"1968",0.41,0.47,2,143,3,1,1,0,"technical","low"
"1972",0.42,0.47,2,139,3,1,1,0,"IT","medium"
"1982",0.76,1,4,220,6,0,1,0,"RandD","medium"
"1983",0.11,0.79,6,247,4,0,1,0,"RandD","medium"
"1985",0.4,0.49,2,160,3,0,1,0,"marketing","low"
"1987",0.84,0.82,5,240,5,0,1,0,"accounting","medium"
"1988",0.84,0.84,5,238,5,0,1,0,"support","medium"
"1990",0.66,0.91,5,248,4,0,1,0,"management","low"
"1991",0.42,0.56,2,137,3,0,1,0,"marketing","low"
"1992",0.38,0.49,2,155,3,0,1,0,"marketing","low"
"1996",0.37,0.57,2,147,3,0,1,0,"sales","low"
"2000",0.4,0.51,2,148,3,0,1,0,"sales","low"
"2003",0.45,0.69,5,193,3,0,0,0,"sales","low"
"2008",0.99,0.91,5,136,4,0,0,0,"sales","low"
"2011",0.56,0.58,4,258,3,0,0,0,"sales","medium"
"2014",0.73,0.62,3,218,3,0,0,0,"accounting","medium"
"2019",0.89,0.92,4,165,5,0,0,0,"hr","medium"
"2023",0.75,0.7,4,144,4,0,0,0,"technical","high"
"2025",0.24,0.82,5,179,6,0,0,0,"technical","medium"
"2027",0.56,0.86,4,201,3,1,0,0,"technical","medium"
"2029",0.61,0.98,3,267,3,0,0,0,"technical","low"
"2032",0.67,0.57,2,160,4,0,0,0,"support","low"
"2034",0.75,0.56,5,175,4,0,0,0,"support","low"
"2037",0.19,0.53,6,191,4,0,0,0,"support","low"
"2038",0.61,0.41,3,138,3,0,0,0,"support","low"
"2042",0.98,0.91,4,240,3,0,0,0,"technical","low"
"2043",0.71,0.92,3,202,4,0,0,0,"technical","low"
"2046",0.52,0.59,2,176,3,1,0,0,"IT","low"
"2051",0.58,0.84,5,228,3,0,0,0,"product_mng","medium"
"2055",0.85,0.6,3,182,3,0,0,0,"IT","medium"
"2057",0.81,0.61,5,231,2,0,0,0,"RandD","medium"
"2059",0.63,0.66,4,237,2,1,0,0,"RandD","medium"
"2060",0.68,0.54,3,251,2,0,0,0,"RandD","medium"
"2063",0.72,0.94,4,240,4,0,0,0,"accounting","low"
"2065",0.86,0.91,4,147,3,0,0,0,"technical","medium"
"2069",0.62,0.74,4,213,4,0,0,0,"marketing","low"
"2070",0.53,0.81,3,226,3,1,0,0,"sales","low"
"2075",0.45,0.66,3,111,4,0,0,0,"sales","low"
"2077",0.51,0.69,3,212,3,0,0,0,"sales","low"
"2078",0.74,0.62,4,236,4,0,0,0,"sales","low"
"2079",0.69,0.57,5,245,2,1,0,0,"sales","low"
"2080",0.84,0.64,4,267,4,0,0,0,"sales","low"
"2096",0.54,0.67,4,282,6,0,0,0,"technical","medium"
"2097",0.86,1,4,256,3,0,0,0,"technical","medium"
"2102",1,0.74,3,220,4,0,0,0,"technical","low"
"2110",0.98,0.92,4,201,3,1,0,0,"support","low"
"2112",1,0.92,5,161,3,1,0,0,"support","low"
"2116",0.42,0.96,3,270,6,0,0,0,"support","low"
"2122",0.75,0.85,4,234,3,0,0,0,"IT","low"
"2125",0.72,0.5,3,257,6,0,0,0,"IT","low"
"2128",0.74,0.58,4,148,2,0,0,0,"product_mng","medium"
"2131",0.76,0.68,4,189,2,1,0,0,"IT","medium"
"2133",0.76,0.83,3,186,2,1,0,0,"RandD","medium"
"2139",0.67,0.5,4,157,2,0,0,0,"accounting","medium"
"2141",0.72,0.63,3,176,3,1,0,0,"technical","low"
"2145",0.96,0.6,4,185,3,0,0,0,"marketing","medium"
"2147",0.27,0.59,5,226,5,0,0,0,"sales","low"
"2153",0.74,0.92,5,193,3,0,0,0,"sales","low"
"2154",0.8,0.83,3,163,3,0,0,0,"sales","low"
"2157",0.81,0.86,3,231,3,0,0,0,"sales","low"
"2161",0.46,0.69,2,159,2,0,0,0,"sales","low"
"2163",0.54,0.96,4,248,3,0,0,0,"sales","low"
"2165",0.97,0.66,4,149,2,0,0,0,"accounting","low"
"2167",0.75,0.7,3,129,3,0,0,0,"accounting","medium"
"2168",0.92,0.84,4,208,2,0,0,0,"hr","medium"
"2178",0.17,0.92,4,189,2,0,0,0,"technical","medium"
"2180",0.89,0.47,4,108,3,0,0,0,"technical","low"
"2182",0.99,0.81,5,180,3,1,0,0,"technical","medium"
"2189",0.18,0.8,2,110,5,0,0,0,"support","low"
"2194",1,0.66,4,180,3,0,0,0,"technical","low"
"2196",0.98,0.58,4,136,3,0,0,0,"technical","low"
"2199",0.55,0.99,4,248,3,0,0,0,"IT","low"
"2200",0.78,0.84,3,233,3,1,0,0,"IT","low"
"2208",0.51,0.69,3,145,2,1,0,0,"RandD","medium"
"2211",0.43,0.39,5,198,5,0,0,0,"RandD","medium"
"2212",0.5,0.7,4,201,4,0,0,0,"RandD","medium"
"2213",0.91,0.89,4,197,4,0,0,0,"marketing","medium"
"2219",0.76,0.93,3,266,3,1,0,0,"marketing","low"
"2224",0.53,0.72,2,172,5,0,0,0,"sales","low"
"2233",0.56,0.62,3,154,2,0,0,0,"sales","low"
"2238",0.74,0.72,4,176,3,0,0,0,"sales","low"
"2243",0.7,0.59,4,216,3,0,0,0,"accounting","low"
"2245",0.72,0.56,4,176,2,0,0,0,"hr","medium"
"2246",0.53,0.75,6,192,6,0,0,0,"hr","medium"
"2250",0.9,0.48,4,204,3,0,0,0,"technical","medium"
"2257",0.95,0.69,3,225,2,0,0,0,"technical","high"
"2258",0.99,0.75,3,215,3,0,0,0,"technical","low"
"2259",0.99,0.57,3,176,4,1,0,0,"support","medium"
"2261",0.75,0.68,3,150,2,1,0,0,"support","medium"
"2262",0.83,0.54,4,259,5,0,0,0,"support","medium"
"2269",0.96,0.67,6,190,3,0,0,0,"support","low"
"2270",0.72,0.79,5,260,2,0,0,0,"technical","low"
"2274",0.63,0.93,4,201,3,0,0,0,"IT","low"
"2282",0.18,0.94,3,187,6,1,0,0,"product_mng","low"
"2283",0.94,0.51,3,160,2,0,0,0,"IT","low"
"2285",0.67,0.54,2,136,2,0,0,0,"RandD","medium"
"2288",0.29,0.56,5,231,6,0,0,0,"RandD","medium"
"2289",0.47,0.9,3,101,2,1,0,0,"marketing","medium"
"2290",0.4,0.69,2,174,3,0,0,0,"sales","medium"
"2292",0.96,0.99,3,148,3,0,0,0,"support","medium"
"2293",0.99,0.75,6,139,5,1,0,0,"technical","medium"
"2295",0.75,0.74,4,153,2,0,0,0,"marketing","medium"
"2297",0.52,0.53,2,163,2,0,0,0,"marketing","low"
"2305",0.51,0.53,3,201,2,0,0,0,"sales","low"
"2313",0.51,0.64,3,267,2,0,0,0,"sales","low"
"2316",0.78,0.76,5,168,4,1,0,0,"sales","low"
"2319",0.55,0.84,3,237,3,0,0,0,"accounting","low"
"2320",0.99,0.79,4,192,3,0,0,0,"hr","low"
"2321",0.92,0.68,5,236,2,0,0,0,"hr","low"
"2323",0.77,0.93,4,171,2,0,0,0,"hr","medium"
"2325",0.89,0.84,2,252,3,0,0,0,"technical","medium"
"2328",0.38,0.64,3,111,3,0,0,0,"technical","medium"
"2331",0.3,0.44,3,129,2,0,0,0,"technical","medium"
"2332",0.82,0.83,3,271,2,0,0,0,"technical","medium"
"2340",0.14,0.51,5,173,4,0,0,0,"support","medium"
"2343",0.96,0.62,5,128,5,0,0,0,"support","low"
"2344",0.82,0.97,3,115,2,1,0,0,"support","low"
"2351",0.83,0.52,3,167,2,1,0,0,"IT","low"
"2354",0.89,0.83,3,164,3,0,0,0,"IT","low"
"2355",0.79,0.74,5,172,2,0,0,0,"product_mng","low"
"2356",0.46,0.58,4,171,3,0,0,0,"product_mng","low"
"2360",0.65,0.6,5,227,3,0,0,0,"RandD","low"
"2362",0.48,0.61,2,121,2,0,0,0,"RandD","medium"
"2369",0.72,0.88,2,247,3,0,0,0,"technical","medium"
"2370",0.48,0.69,4,245,3,0,0,0,"management","medium"
"2372",0.78,0.98,5,158,2,0,0,0,"marketing","medium"
"2374",0.38,0.69,3,99,3,1,0,0,"sales","high"
"2377",0.6,0.57,2,184,3,0,0,0,"sales","medium"
"2379",0.67,0.64,4,190,2,0,0,0,"sales","medium"
"2381",0.22,0.6,3,205,6,1,0,0,"sales","low"
"2382",0.15,0.53,4,205,5,1,0,0,"sales","low"
"2386",0.9,0.67,3,179,2,0,0,0,"sales","low"
"2393",0.19,0.98,5,226,4,1,0,0,"accounting","low"
"2396",0.77,0.49,4,266,2,0,0,0,"hr","low"
"2397",0.48,0.82,3,183,2,0,0,0,"hr","low"
"2399",0.54,0.93,4,161,4,1,0,0,"hr","low"
"2407",0.84,0.75,3,187,3,1,0,0,"technical","medium"
"2413",0.67,0.5,4,173,2,1,0,0,"support","high"
"2416",0.92,0.97,4,238,5,1,0,0,"support","medium"
"2427",0.65,0.4,2,141,2,0,0,0,"IT","low"
"2428",0.81,0.92,5,259,3,0,0,0,"IT","low"
"2436",0.21,0.7,6,130,6,1,0,0,"RandD","low"
"2440",0.66,0.58,3,205,3,0,0,0,"RandD","medium"
"2441",0.8,0.75,3,181,3,0,0,0,"marketing","medium"
"2444",0.54,0.77,4,271,3,0,0,0,"support","medium"
"2445",0.91,0.56,4,158,3,0,0,0,"technical","medium"
"2448",0.48,0.9,4,201,4,0,0,0,"marketing","medium"
"2449",0.25,0.69,3,187,4,0,0,0,"marketing","medium"
"2452",0.77,0.71,4,223,3,0,0,0,"sales","high"
"2454",0.51,0.49,4,234,2,0,0,0,"sales","medium"
"2456",0.47,0.57,3,162,3,1,0,0,"sales","medium"
"2468",0.85,0.75,4,139,3,0,0,0,"sales","low"
"2470",0.76,0.74,3,224,2,0,0,0,"accounting","low"
"2472",0.53,0.69,4,216,2,0,0,0,"hr","low"
"2474",0.48,0.53,4,271,3,0,0,0,"hr","low"
"2475",0.5,0.55,4,148,3,1,0,0,"hr","low"
"2476",0.32,0.42,2,99,4,0,0,0,"technical","low"
"2477",0.58,0.77,4,196,2,1,0,0,"technical","low"
"2480",0.96,0.88,4,165,2,0,0,0,"technical","medium"
"2482",0.63,0.96,4,167,2,0,0,0,"technical","medium"
"2485",0.94,0.89,4,239,3,0,0,0,"technical","medium"
"2487",0.49,0.5,4,187,5,1,0,0,"support","medium"
"2488",0.82,0.68,2,285,2,0,0,0,"support","medium"
"2492",1,0.94,4,144,3,0,0,0,"support","low"
"2495",0.94,0.91,3,163,3,0,0,0,"support","medium"
"2496",0.76,0.84,4,236,4,0,0,0,"support","medium"
"2497",0.58,0.69,3,146,4,0,0,0,"support","low"
"2507",0.17,0.76,4,171,5,0,0,0,"product_mng","low"
"2508",0.93,0.97,3,256,2,1,0,0,"product_mng","low"
"2509",0.83,0.89,5,141,3,1,0,0,"product_mng","low"
"2512",0.5,0.78,3,228,2,0,0,0,"RandD","low"
"2523",0.99,0.97,4,208,3,0,0,0,"management","medium"
"2524",0.9,0.87,5,219,2,0,0,0,"marketing","medium"
"2527",0.62,0.49,4,218,4,0,0,0,"sales","medium"
"2529",0.24,0.6,4,195,5,0,0,0,"sales","medium"
"2533",0.75,0.87,4,193,3,0,0,0,"sales","medium"
"2539",0.79,0.76,3,160,3,0,0,0,"sales","low"
"2544",0.21,0.65,5,223,3,1,0,0,"sales","low"
"2549",0.69,0.5,3,208,4,0,0,0,"hr","low"
"2551",0.46,0.62,2,187,3,0,0,0,"hr","low"
"2552",0.72,0.62,4,256,3,0,0,0,"hr","low"
"2555",0.43,0.75,3,108,2,0,0,0,"technical","low"
"2556",0.56,0.94,3,226,2,0,0,0,"technical","low"
"2561",0.68,0.7,4,185,4,0,0,0,"technical","medium"
"2565",0.83,0.74,3,221,2,0,0,0,"support","medium"
"2569",0.21,0.9,4,271,6,0,0,0,"support","high"
"2571",0.8,0.96,3,257,5,0,0,0,"support","medium"
"2574",0.67,0.71,3,190,3,1,0,0,"support","medium"
"2579",0.53,0.88,3,157,3,0,0,0,"IT","low"
"2580",0.76,0.51,4,281,3,0,0,0,"IT","low"
"2582",0.63,0.96,5,152,3,0,0,0,"IT","low"
"2583",0.58,0.86,5,271,3,0,0,0,"IT","low"
"2584",0.58,0.83,4,163,3,1,0,0,"product_mng","low"
"2585",0.9,0.82,4,136,3,0,0,0,"product_mng","low"
"2590",0.82,0.59,5,201,3,0,0,0,"RandD","low"
"2592",0.21,0.61,3,173,2,0,0,0,"RandD","low"
"2593",0.81,0.5,4,152,3,1,0,0,"RandD","low"
"2598",0.56,0.92,4,172,2,0,0,0,"support","medium"
"2600",0.48,0.89,5,179,3,0,0,0,"management","medium"
"2602",0.76,0.8,5,229,2,0,0,0,"marketing","medium"
"2604",0.99,0.78,4,140,3,0,0,0,"sales","medium"
"2605",0.85,0.78,4,251,3,0,0,0,"sales","medium"
"2606",0.63,0.95,4,137,3,0,0,0,"sales","medium"
"2611",0.78,0.5,4,212,2,0,0,0,"sales","medium"
"2614",0.7,0.9,3,225,2,0,0,0,"sales","low"
"2616",0.72,0.62,3,270,4,0,0,0,"sales","low"
"2617",0.88,0.51,4,139,3,0,0,0,"sales","low"
"2619",0.6,0.85,3,172,2,0,0,0,"sales","low"
"2620",0.88,0.86,4,224,3,1,0,0,"sales","low"
"2623",0.84,0.51,2,117,4,0,0,0,"accounting","low"
"2632",0.31,0.49,4,165,3,1,0,0,"technical","low"
"2634",0.78,0.59,3,212,2,0,0,0,"technical","low"
"2635",0.44,0.42,4,159,4,0,0,0,"technical","medium"
"2636",0.64,0.93,4,233,2,1,0,0,"technical","medium"
"2637",0.81,0.63,4,108,6,0,0,0,"technical","medium"
"2640",0.77,0.75,4,223,3,0,0,0,"technical","medium"
"2643",0.85,0.91,4,145,3,0,0,0,"support","medium"
"2645",0.68,0.51,3,259,3,0,0,0,"support","medium"
"2647",0.78,0.89,3,253,3,0,0,0,"support","high"
"2651",0.4,0.72,3,139,2,0,0,0,"support","medium"
"2655",0.71,0.48,5,114,3,0,0,0,"management","low"
"2656",0.58,0.97,5,202,2,0,0,0,"IT","low"
"2658",0.55,0.76,4,233,4,0,0,0,"IT","low"
"2660",0.7,0.82,3,178,3,0,0,0,"IT","low"
"2661",0.66,0.46,4,204,4,0,0,0,"product_mng","low"
"2662",0.96,0.72,3,272,3,0,0,0,"product_mng","low"
"2665",0.85,0.9,5,202,3,0,0,0,"IT","low"
"2666",0.96,0.84,3,264,3,0,0,0,"RandD","low"
"2668",0.53,0.87,3,151,2,0,0,0,"RandD","low"
"2671",0.75,0.73,4,274,2,0,0,0,"RandD","low"
"2678",0.76,0.59,3,191,4,0,0,0,"marketing","medium"
"2688",0.49,0.74,2,263,3,1,0,0,"sales","medium"
"2689",0.83,0.55,5,261,5,0,0,0,"sales","medium"
"2697",0.5,0.55,3,176,3,0,0,0,"sales","low"
"2700",0.3,0.86,3,276,5,1,0,0,"accounting","low"
"2705",0.63,0.5,5,246,2,0,0,0,"hr","low"
"2710",0.67,0.73,3,203,2,0,0,0,"technical","low"
"2712",0.83,0.96,3,179,2,0,0,0,"technical","low"
"2714",0.83,0.7,5,154,3,0,0,0,"technical","medium"
"2718",0.74,0.69,3,230,2,0,0,0,"support","medium"
"2720",0.61,0.77,4,142,3,0,0,0,"support","medium"
"2725",0.68,0.48,4,251,4,0,0,0,"support","high"
"2728",0.15,0.56,6,140,5,0,0,0,"support","medium"
"2730",0.72,0.66,4,202,4,0,0,0,"technical","medium"
"2740",0.56,0.81,3,145,2,0,0,0,"product_mng","low"
"2743",0.34,0.87,6,175,4,0,0,0,"RandD","low"
"2752",0.78,0.87,3,191,3,1,0,0,"support","medium"
"2753",0.82,0.55,3,217,4,1,0,0,"technical","medium"
"2754",0.54,0.96,3,201,3,0,0,0,"management","medium"
"2756",0.47,0.55,4,122,5,1,0,0,"marketing","medium"
"2761",0.54,0.49,4,152,3,1,0,0,"sales","medium"
"2768",0.4,0.47,5,108,3,0,0,0,"sales","medium"
"2770",0.76,0.4,2,122,5,0,0,0,"sales","low"
"2772",0.98,0.63,3,285,6,0,0,0,"sales","low"
"2780",0.51,0.81,3,143,2,0,0,0,"hr","low"
"2782",0.54,0.71,5,173,2,0,0,0,"hr","low"
"2783",0.72,0.84,4,186,3,0,0,0,"hr","low"
"2785",0.17,0.93,3,218,4,0,0,0,"technical","low"
"2786",0.71,0.88,3,140,2,0,0,0,"technical","low"
"2787",0.88,0.52,4,166,2,0,0,0,"technical","low"
"2791",0.59,0.47,3,143,2,0,0,0,"technical","medium"
"2793",0.96,0.92,4,148,3,0,0,0,"technical","medium"
"2795",0.13,0.89,4,249,6,1,0,0,"support","medium"
"2798",0.57,0.72,3,202,3,1,0,0,"support","medium"
"2801",0.94,0.75,5,238,2,0,0,0,"support","medium"
"2803",0.8,0.85,5,242,3,0,0,0,"support","high"
"2810",0.5,0.91,3,212,2,0,0,0,"IT","low"
"2812",0.87,0.91,5,268,3,0,0,0,"IT","low"
"2813",0.37,0.43,2,155,2,0,0,0,"IT","low"
"2822",0.22,0.52,5,147,5,1,0,0,"RandD","low"
"2823",0.82,0.99,5,252,3,1,0,0,"RandD","low"
"2827",0.62,0.9,4,155,4,0,0,0,"sales","low"
"2835",0.66,0.63,6,223,6,0,0,0,"sales","medium"
"2837",0.54,0.64,3,250,3,0,0,0,"sales","medium"
"2838",0.72,0.68,5,266,4,0,0,0,"sales","medium"
"2839",0.75,0.64,4,247,3,1,0,0,"sales","medium"
"2840",0.77,0.57,3,189,2,0,0,0,"sales","medium"
"2850",0.65,0.72,3,134,3,0,0,0,"sales","low"
"2851",0.91,0.85,4,203,2,0,0,0,"sales","low"
"2855",0.74,0.5,5,131,3,0,0,0,"accounting","low"
"2862",0.91,0.89,4,144,3,1,0,0,"technical","low"
"2865",0.64,0.66,3,218,3,0,0,0,"technical","low"
"2866",0.58,0.76,5,260,2,1,0,0,"technical","low"
"2868",0.44,0.68,3,140,3,0,0,0,"technical","low"
"2869",0.59,0.75,2,156,3,0,0,0,"technical","medium"
"2872",0.77,0.49,4,217,2,0,0,0,"support","medium"
"2874",0.77,0.93,5,182,4,0,0,0,"support","medium"
"2877",0.66,0.65,5,161,3,0,0,0,"support","medium"
"2878",0.51,0.65,4,269,3,0,0,0,"support","medium"
"2881",0.65,0.84,3,154,3,0,0,0,"support","high"
"2882",0.2,0.77,6,213,4,0,0,0,"support","low"
"2891",0.73,0.69,4,161,3,0,0,0,"IT","low"
"2892",0.29,0.58,5,234,2,0,0,0,"product_mng","low"
